Median Listing Price Per sqf,Zip Code,Year,Month
178.93933613125,78726,2018,4
111.08329666767,78727,2010,1
110.68689241938,78727,2010,2
110.47275114905,78727,2010,3
112.49220567427,78727,2010,4
111.59748539717,78727,2010,5
110.31576877666,78727,2010,6
109.54750264108,78727,2010,7
110.69639514232,78727,2010,8
110.95262096774,78727,2010,9
110.06922592826,78727,2010,10
108.07304180682,78727,2010,11
108.67242942717,78727,2010,12
107.2250345145,78727,2011,1
107.56972111554,78727,2011,2
108.32258064516,78727,2011,3
107.598301523,78727,2011,4
106.83760683761,78727,2011,5
106.62824518712,78727,2011,6
107.45466756212,78727,2011,7
106.49973361748,78727,2011,8
105.74193548387,78727,2011,9
106.70706159512,78727,2011,10
105.74193548387,78727,2011,11
105.17501551069,78727,2011,12
105.42661358468,78727,2012,1
105.19262981574,78727,2012,2
107.08722741433,78727,2012,3
107.24184175235,78727,2012,4
107.24184175235,78727,2012,5
107.72521808089,78727,2012,6
110.16533986528,78727,2012,7
106.63265306122,78727,2012,8
106.15384615385,78727,2012,9
110.22275744074,78727,2012,10
111.70976572525,78727,2012,11
111.37919808448,78727,2012,12
118.59640080961,78727,2013,1
118.59640080961,78727,2013,2
118.24294432719,78727,2013,3
122.92009499349,78727,2013,4
126.15235322659,78727,2013,5
129.86513486513,78727,2013,6
129.32485599333,78727,2013,7
129.3314162473,78727,2013,8
131.55063291139,78727,2013,9
136.6835443038,78727,2013,10
136.07142857143,78727,2013,11
137.42766726944,78727,2013,12
143.75678119349,78727,2014,1
143.75678119349,78727,2014,2
143.75678119349,78727,2014,3
143.75678119349,78727,2014,4
148.17527519052,78727,2014,5
148.27757685353,78727,2014,6
147.79894875164,78727,2014,7
148.27757685353,78727,2014,8
132.81573807599,78727,2014,9
132.1935483871,78727,2014,10
133.60029122679,78727,2014,11
132.89691980694,78727,2014,12
137.74104683196,78727,2015,1
137.85507087735,78727,2015,2
139.37376492653,78727,2015,3
137.73648860712,78727,2015,4
134.91935483871,78727,2015,5
139.3005334914,78727,2015,6
147.83927217589,78727,2015,7
149.52908587258,78727,2015,8
149.98385193238,78727,2015,9
150.24673816895,78727,2015,10
151.17518387653,78727,2015,11
152.79837251356,78727,2015,12
152.77803119804,78727,2016,1
141.10944671086,78727,2016,2
144.73684210526,78727,2016,3
145.22821576763,78727,2016,4
148.97383533824,78727,2016,5
166.71144178043,78727,2016,6
169.63136337039,78727,2016,7
169.85753424657,78727,2016,8
167.64065427898,78727,2016,9
169.76744186046,78727,2016,10
169.83371727319,78727,2016,11
169.82517482517,78727,2016,12
173.04029024039,78727,2017,1
176.47541159752,78727,2017,2
181.2111300845,78727,2017,3
181.26283987915,78727,2017,4
179.09093735983,78727,2017,5
181.36767987736,78727,2017,6
180.01691544944,78727,2017,7
182.93015735706,78727,2017,8
180.1504880191,78727,2017,9
182.82417488143,78727,2017,10
181.52302243211,78727,2017,11
182.6495304004,78727,2017,12
181.48820326679,78727,2018,1
181.48820326679,78727,2018,2
182.23385610929,78727,2018,3
188.38290478967,78727,2018,4
100.23866348449,78728,2010,1
103.04284479414,78728,2010,2
102.51440812412,78728,2010,3
101.73235166739,78728,2010,4
97.981145343471,78728,2010,5
98.793444803584,78728,2010,6
98.937478377388,78728,2010,7
98.959819518731,78728,2010,8
99.103375527426,78728,2010,9
96.593525250418,78728,2010,10
94.877436520692,78728,2010,11
94.048962391006,78728,2010,12
94.01613679353,78728,2011,1
95.367847411444,78728,2011,2
95.075545607163,78728,2011,3
96.730245231608,78728,2011,4
97.273039172066,78728,2011,5
97.573363431151,78728,2011,6
96.242424242424,78728,2011,7
92.522861753631,78728,2011,8
94.598337950139,78728,2011,9
96.236872812135,78728,2011,10
92.674315975287,78728,2011,11
94.692779387856,78728,2011,12
96.820394338395,78728,2012,1
95.374449339207,78728,2012,2
96.554359256575,78728,2012,3
96.262729957274,78728,2012,4
94.973544973545,78728,2012,5
95.305623471883,78728,2012,6
95.294691124021,78728,2012,7
94.57242130726,78728,2012,8
93.179237861036,78728,2012,9
95.811219998147,78728,2012,10
102.12053571429,78728,2012,11
104.36565464355,78728,2012,12
105.17772495528,78728,2013,1
105.35037878788,78728,2013,2
106.49129651053,78728,2013,3
105.33858267716,78728,2013,4
108.66696437154,78728,2013,5
110.89108910891,78728,2013,6
114.02522333158,78728,2013,7
110.82351493051,78728,2013,8
112.31101511879,78728,2013,9
117.20719211567,78728,2013,10
116.71075837742,78728,2013,11
119.25141972122,78728,2013,12
123.36665587183,78728,2014,1
120.56416202392,78728,2014,2
121.87690432663,78728,2014,3
121.87690432663,78728,2014,4
121.38625592417,78728,2014,5
121.67543424641,78728,2014,6
121.33126410835,78728,2014,7
121.17429882746,78728,2014,8
121.28562765312,78728,2014,9
121.1869814933,78728,2014,10
125.38745387454,78728,2014,11
125.53636839351,78728,2014,12
129.74175098988,78728,2015,1
130.05367464905,78728,2015,2
130.07330092804,78728,2015,3
129.8546658558,78728,2015,4
130.39820527201,78728,2015,5
132.10146488583,78728,2015,6
133.95780308105,78728,2015,7
134.51330152164,78728,2015,8
134.24399434762,78728,2015,9
128.67549137585,78728,2015,10
130.39058796175,78728,2015,11
132.27513227513,78728,2015,12
132.27513227513,78728,2016,1
138.33312079703,78728,2016,2
142.55156161937,78728,2016,3
144.19791655496,78728,2016,4
147.2972972973,78728,2016,5
150.36178631996,78728,2016,6
149.47040498442,78728,2016,7
148.49492019699,78728,2016,8
146.57033550405,78728,2016,9
145.4280155642,78728,2016,10
143.56435643564,78728,2016,11
138.44797178131,78728,2016,12
144.09523230559,78728,2017,1
145.77173079871,78728,2017,2
143.42431761787,78728,2017,3
141.82726178711,78728,2017,4
146.2339400395,78728,2017,5
146.96327456107,78728,2017,6
144.39000489956,78728,2017,7
149.49546017706,78728,2017,8
144.47346144354,78728,2017,9
145.34051076615,78728,2017,10
143.20880033209,78728,2017,11
143.12954876274,78728,2017,12
147.2286374134,78728,2018,1
148.03910614525,78728,2018,2
149.45582891809,78728,2018,3
159.2475326718,78728,2018,4
102.50301568154,78729,2010,1
103.14927184466,78729,2010,2
102.97184567258,78729,2010,3
103.0330741133,78729,2010,4
103.09430255403,78729,2010,5
102.27907259644,78729,2010,6
101.65515177891,78729,2010,7
101.42512077295,78729,2010,8
101.39595998886,78729,2010,9
101.07718571687,78729,2010,10
100.84781687156,78729,2010,11
101.1259382819,78729,2010,12
101.06015779093,78729,2011,1
100.50302235983,78729,2011,2
100.0,78729,2011,3
98.432345914955,78729,2011,4
98.353156450137,78729,2011,5
99.647355163728,78729,2011,6
99.690176886955,78729,2011,7
99.061389917618,78729,2011,8
97.590630956431,78729,2011,9
97.150259067357,78729,2011,10
97.510373443983,78729,2011,11
97.972972972973,78729,2011,12
96.580929898633,78729,2012,1
96.576238681745,78729,2012,2
96.840654756318,78729,2012,3
99.172185430464,78729,2012,4
100.39456378781,78729,2012,5
101.65952890792,78729,2012,6
102.05128205128,78729,2012,7
102.93304148185,78729,2012,8
103.43543046358,78729,2012,9
101.65745856354,78729,2012,10
102.87511230908,78729,2012,11
107.23552894212,78729,2012,12
109.43262411348,78729,2013,1
112.73945289207,78729,2013,2
111.11111111111,78729,2013,3
109.3644954502,78729,2013,4
116.05171595315,78729,2013,5
119.53717898767,78729,2013,6
120.43629561114,78729,2013,7
122.48429648241,78729,2013,8
123.19644369179,78729,2013,9
128.52708532384,78729,2013,10
127.07468879668,78729,2013,11
131.70329139452,78729,2013,12
135.35964035964,78729,2014,1
137.36584397306,78729,2014,2
137.59102455546,78729,2014,3
133.78069432684,78729,2014,4
136.32611629303,78729,2014,5
137.19972546328,78729,2014,6
131.25410374261,78729,2014,7
140.3444970086,78729,2014,8
139.82073265783,78729,2014,9
136.12740989103,78729,2014,10
135.66856145766,78729,2014,11
139.05950095969,78729,2014,12
138.01439458086,78729,2015,1
138.53694777028,78729,2015,2
137.27019498607,78729,2015,3
143.22437244812,78729,2015,4
146.1933725444,78729,2015,5
145.62776497813,78729,2015,6
145.07974827667,78729,2015,7
146.24505928854,78729,2015,8
151.9582528865,78729,2015,9
146.48528405202,78729,2015,10
146.09175200448,78729,2015,11
146.40026863667,78729,2015,12
137.78801843318,78729,2016,1
132.87061403509,78729,2016,2
132.63296126067,78729,2016,3
135.13513513513,78729,2016,4
137.88988708204,78729,2016,5
140.46941678521,78729,2016,6
144.62170895469,78729,2016,7
143.28358208955,78729,2016,8
143.26196473552,78729,2016,9
142.98507462687,78729,2016,10
141.96347795164,78729,2016,11
141.71511627907,78729,2016,12
143.10044454054,78729,2017,1
144.90757935034,78729,2017,2
149.68487394958,78729,2017,3
149.75738861932,78729,2017,4
153.91440501044,78729,2017,5
151.99428483396,78729,2017,6
148.19077443636,78729,2017,7
154.31764062199,78729,2017,8
154.83862920273,78729,2017,9
152.47360243705,78729,2017,10
152.61627906977,78729,2017,11
152.36197396861,78729,2017,12
154.31865431865,78729,2018,1
162.81664916268,78729,2018,2
162.47466395591,78729,2018,3
162.7486437613,78729,2018,4
238.68433651042,78730,2016,10
236.58148025224,78730,2016,11
224.11631987967,78730,2016,12
237.61045902229,78730,2017,1
239.13043478261,78730,2017,2
242.30959446093,78730,2017,3
245.41425066905,78730,2017,4
242.2748004561,78730,2017,5
246.71052631579,78730,2017,6
240.68352889686,78730,2017,7
235.80375759849,78730,2017,8
234.36597382994,78730,2017,9
235.53796872056,78730,2017,10
235.53796872056,78730,2017,11
232.93379206529,78730,2017,12
235.53796872056,78730,2018,1
241.30008653479,78730,2018,2
246.22393126862,78730,2018,3
243.89818688982,78730,2018,4
194.22437192106,78731,2010,1
194.32456916418,78731,2010,2
195.53264604811,78731,2010,3
194.7191011236,78731,2010,4
199.25694048733,78731,2010,5
198.3252534156,78731,2010,6
194.02985074627,78731,2010,7
194.02985074627,78731,2010,8
192.75362318841,78731,2010,9
192.66906895516,78731,2010,10
187.56698821008,78731,2010,11
182.47715200543,78731,2010,12
179.3637539004,78731,2011,1
182.39299610895,78731,2011,2
184.11669367909,78731,2011,3
184.34880636605,78731,2011,4
184.11669367909,78731,2011,5
188.78835562549,78731,2011,6
190.05069708492,78731,2011,7
190.03378378378,78731,2011,8
191.01151283977,78731,2011,9
190.88176470588,78731,2011,10
189.88955467059,78731,2011,11
181.17154811715,78731,2011,12
186.98766414644,78731,2012,1
187.97229219144,78731,2012,2
188.31927807239,78731,2012,3
193.68075502667,78731,2012,4
201.5132408575,78731,2012,5
204.41113384952,78731,2012,6
201.97668525089,78731,2012,7
203.31675523294,78731,2012,8
203.62052113877,78731,2012,9
202.75701191236,78731,2012,10
215.39014742898,78731,2012,11
201.10297366561,78731,2012,12
202.51595189561,78731,2013,1
224.82893450635,78731,2013,2
220.62641219172,78731,2013,3
228.47682119205,78731,2013,4
227.92022792023,78731,2013,5
224.1847826087,78731,2013,6
222.05232625973,78731,2013,7
222.98006295908,78731,2013,8
218.19813791097,78731,2013,9
217.03312356651,78731,2013,10
212.49349360255,78731,2013,11
213.54420113544,78731,2013,12
228.15022815023,78731,2014,1
232.03719357566,78731,2014,2
233.30500670372,78731,2014,3
242.59407535223,78731,2014,4
232.53068932956,78731,2014,5
239.60816393548,78731,2014,6
227.43825729987,78731,2014,7
233.84030418251,78731,2014,8
228.33178005592,78731,2014,9
234.30221702331,78731,2014,10
243.1767887878,78731,2014,11
250.68121809541,78731,2014,12
246.2792345854,78731,2015,1
246.61246612466,78731,2015,2
256.46355042246,78731,2015,3
248.9202312737,78731,2015,4
247.29235273616,78731,2015,5
244.24427480916,78731,2015,6
238.69346733668,78731,2015,7
232.34042553192,78731,2015,8
235.27232308262,78731,2015,9
240.4594294183,78731,2015,10
249.71428571429,78731,2015,11
257.73111701693,78731,2015,12
257.72495755518,78731,2016,1
259.2889098187,78731,2016,2
265.78890069414,78731,2016,3
267.38660907127,78731,2016,4
273.60629531061,78731,2016,5
268.09317269923,78731,2016,6
284.49502133713,78731,2016,7
282.02328966521,78731,2016,8
282.59193669932,78731,2016,9
284.23596239271,78731,2016,10
284.44825614637,78731,2016,11
283.42389047147,78731,2016,12
285.51532033426,78731,2017,1
282.25123500353,78731,2017,2
280.87762329197,78731,2017,3
285.64593301435,78731,2017,4
290.03961516695,78731,2017,5
297.08564153269,78731,2017,6
293.00241296105,78731,2017,7
281.38757695876,78731,2017,8
286.38756793478,78731,2017,9
290.05826647106,78731,2017,10
293.41932078816,78731,2017,11
311.9489092497,78731,2017,12
301.62799822254,78731,2018,1
299.29193899782,78731,2018,2
288.60294117647,78731,2018,3
299.41219691403,78731,2018,4
135.48165321864,78732,2010,1
135.48165321864,78732,2010,2
133.6856010568,78732,2010,3
134.55229086247,78732,2010,4
137.03196347032,78732,2010,5
138.1729885401,78732,2010,6
135.48165321864,78732,2010,7
132.08100968594,78732,2010,8
136.90373050108,78732,2010,9
137.40265689418,78732,2010,10
136.76148796499,78732,2010,11
135.20095009899,78732,2010,12
136.93839117568,78732,2011,1
135.94372431236,78732,2011,2
137.08079583595,78732,2011,3
137.90224499345,78732,2011,4
138.88802083333,78732,2011,5
139.25247883067,78732,2011,6
137.67217630854,78732,2011,7
137.74269407682,78732,2011,8
138.38219326819,78732,2011,9
138.20638820639,78732,2011,10
139.63998685998,78732,2011,11
141.15182408529,78732,2011,12
141.60914068079,78732,2012,1
141.91647171545,78732,2012,2
140.62427463499,78732,2012,3
144.25770308123,78732,2012,4
141.81254154664,78732,2012,5
139.28367990693,78732,2012,6
137.71010791555,78732,2012,7
135.65177337632,78732,2012,8
137.81049227221,78732,2012,9
144.26888012558,78732,2012,10
147.03895071542,78732,2012,11
147.9027880224,78732,2012,12
152.22606689735,78732,2013,1
152.82061082327,78732,2013,2
148.13349942609,78732,2013,3
151.69820426029,78732,2013,4
147.61704564841,78732,2013,5
149.04051172708,78732,2013,6
150.35445873363,78732,2013,7
151.94547003692,78732,2013,8
153.90037593985,78732,2013,9
157.8629597473,78732,2013,10
163.64791865269,78732,2013,11
168.42587512584,78732,2013,12
173.86091127098,78732,2014,1
169.87623813668,78732,2014,2
167.84608580274,78732,2014,3
164.16249304396,78732,2014,4
161.76068657101,78732,2014,5
160.35657086662,78732,2014,6
158.57354575769,78732,2014,7
159.13838120104,78732,2014,8
163.59558486406,78732,2014,9
161.53055983564,78732,2014,10
166.46686646687,78732,2014,11
166.11295681063,78732,2014,12
163.18751134507,78732,2015,1
167.88690745797,78732,2015,2
163.50119850972,78732,2015,3
164.65076660988,78732,2015,4
163.79089541828,78732,2015,5
166.25960061444,78732,2015,6
162.9252375716,78732,2015,7
159.59129151608,78732,2015,8
161.46870388959,78732,2015,9
162.45380801948,78732,2015,10
162.04871794872,78732,2015,11
163.39014449796,78732,2015,12
165.66646237494,78732,2016,1
172.03647416413,78732,2016,2
170.47391749062,78732,2016,3
168.5972629521,78732,2016,4
166.1433804291,78732,2016,5
168.82357906584,78732,2016,6
172.32876712329,78732,2016,7
178.3520564652,78732,2016,8
180.05138339921,78732,2016,9
175.85301616762,78732,2016,10
177.48998766256,78732,2016,11
179.00188767834,78732,2016,12
177.94777559214,78732,2017,1
177.26252163828,78732,2017,2
174.61449731618,78732,2017,3
172.14854111406,78732,2017,4
170.12616221035,78732,2017,5
169.40485814897,78732,2017,6
170.28580518251,78732,2017,7
174.02376910017,78732,2017,8
170.1820065873,78732,2017,9
169.04583020286,78732,2017,10
169.04583020286,78732,2017,11
171.72846389741,78732,2017,12
171.59553256805,78732,2018,1
173.27590892909,78732,2018,2
173.70821596244,78732,2018,3
172.14111922141,78732,2018,4
174.27039926206,78733,2010,1
177.41935483871,78733,2010,2
176.42436149312,78733,2010,3
171.49220489978,78733,2010,4
169.79840302268,78733,2010,5
168.5208596713,78733,2010,6
173.26139088729,78733,2010,7
171.85796817092,78733,2010,8
169.40415010536,78733,2010,9
172.95207658574,78733,2010,10
169.35450128737,78733,2010,11
169.04032067908,78733,2010,12
167.6245210728,78733,2011,1
166.47855918393,78733,2011,2
174.65753424658,78733,2011,3
169.54450729384,78733,2011,4
169.55101470887,78733,2011,5
171.35183457853,78733,2011,6
169.55752212389,78733,2011,7
168.47826086956,78733,2011,8
168.216873706,78733,2011,9
168.67747502938,78733,2011,10
169.55752212389,78733,2011,11
170.22221771687,78733,2011,12
172.1677074041,78733,2012,1
172.70383836942,78733,2012,2
173.92356071601,78733,2012,3
179.52394142606,78733,2012,4
176.11807620486,78733,2012,5
183.7591879594,78733,2012,6
194.85363668736,78733,2012,7
192.1875,78733,2012,8
191.00115740741,78733,2012,9
185.40430267062,78733,2012,10
207.15596330275,78733,2012,11
212.00662602703,78733,2012,12
225.10972139984,78733,2013,1
227.11516524123,78733,2013,2
224.22384055194,78733,2013,3
214.31540659912,78733,2013,4
213.78103972791,78733,2013,5
211.38669673055,78733,2013,6
218.54764107308,78733,2013,7
212.48807313592,78733,2013,8
215.26778925358,78733,2013,9
230.09983135137,78733,2013,10
227.67266852844,78733,2013,11
229.9366972215,78733,2013,12
224.23146473779,78733,2014,1
220.4085508357,78733,2014,2
218.92517772859,78733,2014,3
203.05907172996,78733,2014,4
228.74149659864,78733,2014,5
248.4888249784,78733,2014,6
226.27146096534,78733,2014,7
224.14012236912,78733,2014,8
238.02304426925,78733,2014,9
250.84134615385,78733,2014,10
251.68269230769,78733,2014,11
241.48016276704,78733,2014,12
233.78425034495,78733,2015,1
230.37037037037,78733,2015,2
227.85813354468,78733,2015,3
226.85129772285,78733,2015,4
227.85813354468,78733,2015,5
233.21342925659,78733,2015,6
247.70074032588,78733,2015,7
258.7457443835,78733,2015,8
251.68269230769,78733,2015,9
255.63909774436,78733,2015,10
291.72775100564,78733,2015,11
286.65648866887,78733,2015,12
286.65648866887,78733,2016,1
276.54867256637,78733,2016,2
266.25330745577,78733,2016,3
258.80635093336,78733,2016,4
263.26572423684,78733,2016,5
258.03608896349,78733,2016,6
265.93676455541,78733,2016,7
274.64572994641,78733,2016,8
270.79387606063,78733,2016,9
275.13586956522,78733,2016,10
268.99798251513,78733,2016,11
273.53391286271,78733,2016,12
302.43261012492,78733,2017,1
266.38719512195,78733,2017,2
285.72236358496,78733,2017,3
294.82968145005,78733,2017,4
278.31261583391,78733,2017,5
260.48632218845,78733,2017,6
268.70892705957,78733,2017,7
271.7982170037,78733,2017,8
271.7982170037,78733,2017,9
277.66548762001,78733,2017,10
299.68630106603,78733,2017,11
296.42248722317,78733,2017,12
296.42248722317,78733,2018,1
301.24653739612,78733,2018,2
273.08295512545,78733,2018,3
287.40157480315,78733,2018,4
146.88334817453,78734,2010,1
145.80209895052,78734,2010,2
146.92453964214,78734,2010,3
146.99182634329,78734,2010,4
148.26996197719,78734,2010,5
148.05327868853,78734,2010,6
147.05882352941,78734,2010,7
146.48569301369,78734,2010,8
143.79724785617,78734,2010,9
145.07936507937,78734,2010,10
144.87817207562,78734,2010,11
143.99133886684,78734,2010,12
144.67697907188,78734,2011,1
141.9565690741,78734,2011,2
146.99521396837,78734,2011,3
148.16070363532,78734,2011,4
150.61655901351,78734,2011,5
147.2772297575,78734,2011,6
143.58428030303,78734,2011,7
141.1497730711,78734,2011,8
140.32275298669,78734,2011,9
138.24214202561,78734,2011,10
138.51811310609,78734,2011,11
136.78728070175,78734,2011,12
134.43311612545,78734,2012,1
131.08816781383,78734,2012,2
138.03049031726,78734,2012,3
141.03651208117,78734,2012,4
141.95248735106,78734,2012,5
143.04347826087,78734,2012,6
145.62770597565,78734,2012,7
147.45308310992,78734,2012,8
148.81693648817,78734,2012,9
150.250501002,78734,2012,10
149.82078853047,78734,2012,11
146.56054513941,78734,2012,12
148.65671641791,78734,2013,1
150.56237218814,78734,2013,2
154.93578685068,78734,2013,3
153.69003690037,78734,2013,4
157.05194005338,78734,2013,5
159.41652518393,78734,2013,6
159.90932642487,78734,2013,7
162.39316239316,78734,2013,8
164.50237852862,78734,2013,9
163.29565734682,78734,2013,10
163.66432337434,78734,2013,11
163.68259836839,78734,2013,12
163.73583431028,78734,2014,1
167.49147286822,78734,2014,2
166.66666666667,78734,2014,3
169.28634117359,78734,2014,4
169.47523427042,78734,2014,5
169.32722884698,78734,2014,6
169.47523427042,78734,2014,7
169.28774193548,78734,2014,8
168.28107376495,78734,2014,9
170.25089605735,78734,2014,10
171.19528940665,78734,2014,11
171.67643934957,78734,2014,12
174.52974225137,78734,2015,1
179.13978494624,78734,2015,2
180.20076175249,78734,2015,3
178.81558028617,78734,2015,4
179.04863709246,78734,2015,5
178.94516534115,78734,2015,6
179.88935633151,78734,2015,7
180.30358478337,78734,2015,8
181.55410312273,78734,2015,9
181.43037248599,78734,2015,10
181.66328774087,78734,2015,11
181.72851252775,78734,2015,12
183.58966408269,78734,2016,1
184.64702842377,78734,2016,2
188.14644089056,78734,2016,3
190.43761346921,78734,2016,4
191.68751737559,78734,2016,5
191.87583973465,78734,2016,6
197.16905901116,78734,2016,7
193.96551724138,78734,2016,8
200.12322858903,78734,2016,9
201.85930970854,78734,2016,10
198.49561220226,78734,2016,11
199.19689922481,78734,2016,12
199.91582491582,78734,2017,1
204.15117500448,78734,2017,2
203.96950904393,78734,2017,3
201.61290322581,78734,2017,4
204.38337497161,78734,2017,5
203.80674945929,78734,2017,6
199.91582491582,78734,2017,7
200.04212299916,78734,2017,8
201.56407669021,78734,2017,9
201.14398422091,78734,2017,10
201.36307311029,78734,2017,11
199.95791245791,78734,2017,12
199.03730269876,78734,2018,1
201.58410995686,78734,2018,2
202.59619842374,78734,2018,3
200.80321285141,78734,2018,4
249.87461299146,78735,2014,8
232.03862948593,78735,2014,9
239.9662406559,78735,2014,10
233.29887973675,78735,2014,11
232.81430155211,78735,2014,12
240.10477299185,78735,2015,1
244.63991203958,78735,2015,2
242.27292781539,78735,2015,3
250.9027158063,78735,2015,4
248.61999875461,78735,2015,5
250.43282441471,78735,2015,6
271.0818486961,78735,2015,7
260.34712950601,78735,2015,8
273.82453145499,78735,2015,9
279.14754234031,78735,2015,10
287.76344633963,78735,2015,11
277.35494603754,78735,2015,12
267.88103573781,78735,2016,1
270.63766683144,78735,2016,2
267.18659734258,78735,2016,3
277.70888308244,78735,2016,4
274.3979721166,78735,2016,5
265.72657640561,78735,2016,6
261.13467656416,78735,2016,7
260.34712950601,78735,2016,8
257.81818181818,78735,2016,9
254.48038176034,78735,2016,10
252.83122594832,78735,2016,11
255.56320987112,78735,2016,12
259.0826556621,78735,2017,1
262.81100675564,78735,2017,2
261.95067309061,78735,2017,3
255.81129724725,78735,2017,4
260.34712950601,78735,2017,5
255.8730225855,78735,2017,6
254.70892116637,78735,2017,7
254.07478427613,78735,2017,8
270.35830618892,78735,2017,9
263.97115632243,78735,2017,10
265.00819401601,78735,2017,11
264.00924321202,78735,2017,12
263.56394213848,78735,2018,1
288.25041948585,78735,2018,2
265.58331312151,78735,2018,3
264.73526473526,78735,2018,4
116.87849517031,78736,2010,1
114.91698614124,78736,2010,2
115.39903341153,78736,2010,3
116.57085714286,78736,2010,4
119.55264172773,78736,2010,5
118.5393258427,78736,2010,6
117.6392221346,78736,2010,7
116.82242990654,78736,2010,8
114.56785779446,78736,2010,9
112.70138605957,78736,2010,10
113.12309406521,78736,2010,11
113.12309406521,78736,2010,12
111.92528735632,78736,2011,1
108.2750385208,78736,2011,2
101.30623948986,78736,2011,3
108.06068521042,78736,2011,4
106.17800062676,78736,2011,5
108.37070254111,78736,2011,6
109.76528943941,78736,2011,7
110.80889614418,78736,2011,8
104.7197640118,78736,2011,9
104.04807084124,78736,2011,10
100.10252911462,78736,2011,11
102.38244323766,78736,2011,12
97.958628198149,78736,2012,1
105.1283592135,78736,2012,2
114.35218324982,78736,2012,3
116.90666247803,78736,2012,4
118.90606420928,78736,2012,5
117.93510324484,78736,2012,6
116.40701269118,78736,2012,7
114.43877978565,78736,2012,8
117.93510324484,78736,2012,9
119.07899975012,78736,2012,10
123.38832068624,78736,2012,11
125.21729201572,78736,2012,12
128.04612990664,78736,2013,1
131.4042635597,78736,2013,2
131.23574037651,78736,2013,3
131.74045513163,78736,2013,4
132.73672055427,78736,2013,5
134.08476434052,78736,2013,6
132.79102734062,78736,2013,7
132.60333127699,78736,2013,8
132.58009048597,78736,2013,9
145.50464396285,78736,2013,10
142.9200266211,78736,2013,11
152.83025404157,78736,2013,12
156.78022712091,78736,2014,1
155.36556407952,78736,2014,2
159.27342256214,78736,2014,3
170.96999302163,78736,2014,4
164.37125748503,78736,2014,5
159.53807987177,78736,2014,6
159.40274414851,78736,2014,7
157.10919088767,78736,2014,8
154.61392697946,78736,2014,9
155.93586857558,78736,2014,10
153.8961038961,78736,2014,11
158.13686026452,78736,2014,12
181.85324576363,78736,2015,1
180.24696910442,78736,2015,2
178.45528455285,78736,2015,3
171.25478198746,78736,2015,4
169.20572916667,78736,2015,5
169.20572916667,78736,2015,6
165.86587277953,78736,2015,7
173.94938996837,78736,2015,8
180.01326914115,78736,2015,9
169.25757167721,78736,2015,10
166.48106904232,78736,2015,11
178.14726840855,78736,2015,12
