Sales,Zip Code,Year,Month
22.0,78735,2012,4
25.0,78735,2012,5
28.0,78735,2012,6
27.0,78735,2012,7
14.0,78735,2012,8
15.0,78735,2012,9
14.0,78735,2012,10
16.0,78735,2012,11
10.0,78735,2012,12
8.0,78735,2013,1
11.0,78735,2013,2
18.0,78735,2013,3
10.0,78735,2013,4
12.0,78735,2013,5
10.0,78735,2013,6
15.0,78735,2013,7
11.0,78735,2013,8
13.0,78735,2013,9
5.0,78735,2013,10
7.0,78735,2013,11
7.0,78735,2013,12
1.0,78735,2014,1
7.0,78735,2014,2
2.0,78735,2014,3
4.0,78735,2014,4
9.0,78735,2014,5
7.0,78735,2014,6
10.0,78735,2014,7
7.0,78735,2014,8
3.0,78735,2014,9
4.0,78735,2014,10
3.0,78735,2014,11
4.0,78735,2014,12
6.0,78735,2015,1
6.0,78735,2015,2
2.0,78735,2015,3
4.0,78735,2015,4
4.0,78735,2015,5
12.0,78735,2015,6
26.0,78735,2015,7
15.0,78735,2015,8
15.0,78735,2015,9
20.0,78735,2015,10
9.0,78735,2015,11
22.0,78735,2015,12
7.0,78735,2016,1
12.0,78735,2016,2
15.0,78735,2016,3
14.0,78735,2016,4
11.0,78735,2016,5
8.0,78736,2008,6
7.0,78736,2008,7
10.0,78736,2008,8
8.0,78736,2008,9
2.0,78736,2008,10
1.0,78736,2008,11
10.0,78736,2008,12
2.0,78736,2009,1
8.0,78736,2009,2
8.0,78736,2009,3
6.0,78736,2009,4
9.0,78736,2009,5
9.0,78736,2009,6
14.0,78736,2009,7
5.0,78736,2009,8
9.0,78736,2009,9
14.0,78736,2009,10
11.0,78736,2009,11
4.0,78736,2009,12
5.0,78736,2010,1
5.0,78736,2010,2
42.0,78736,2010,3
6.0,78736,2010,4
8.0,78736,2010,5
3.0,78736,2010,6
9.0,78736,2010,7
6.0,78736,2010,8
3.0,78736,2010,9
5.0,78736,2010,10
6.0,78736,2010,11
6.0,78736,2010,12
6.0,78736,2011,2
6.0,78736,2011,3
5.0,78736,2011,4
9.0,78736,2011,5
5.0,78736,2011,6
7.0,78736,2011,7
16.0,78736,2011,8
9.0,78736,2011,9
8.0,78736,2011,10
4.0,78736,2011,11
7.0,78736,2011,12
3.0,78736,2012,1
2.0,78736,2012,2
14.0,78736,2012,3
9.0,78736,2012,4
14.0,78736,2012,5
10.0,78736,2012,6
8.0,78736,2012,7
11.0,78736,2012,8
13.0,78736,2012,9
14.0,78736,2012,10
8.0,78736,2012,11
1.0,78736,2012,12
4.0,78736,2013,1
6.0,78736,2013,2
7.0,78736,2013,3
8.0,78736,2013,4
8.0,78736,2013,5
8.0,78736,2013,6
7.0,78736,2013,7
7.0,78736,2013,8
2.0,78736,2013,9
7.0,78736,2013,10
3.0,78736,2013,11
7.0,78736,2013,12
6.0,78736,2014,1
2.0,78736,2014,2
5.0,78736,2014,3
3.0,78736,2014,4
4.0,78736,2014,5
5.0,78736,2014,6
5.0,78736,2014,7
7.0,78736,2014,8
6.0,78736,2014,9
4.0,78736,2014,10
6.0,78736,2014,11
3.0,78736,2014,12
1.0,78736,2015,1
4.0,78736,2015,2
1.0,78736,2015,3
8.0,78736,2015,4
1.0,78736,2015,5
4.0,78736,2015,6
10.0,78736,2015,7
17.0,78736,2015,8
10.0,78736,2015,9
9.0,78736,2015,10
10.0,78736,2015,11
10.0,78736,2015,12
8.0,78736,2016,1
8.0,78736,2016,2
11.0,78736,2016,3
13.0,78736,2016,4
12.0,78736,2016,5
2.0,78736,2016,6
37.0,78737,2008,6
37.0,78737,2008,7
40.0,78737,2008,8
36.0,78737,2008,9
17.0,78737,2008,10
20.0,78737,2008,11
24.0,78737,2008,12
11.0,78737,2009,1
17.0,78737,2009,2
23.0,78737,2009,3
40.0,78737,2009,4
14.0,78737,2009,5
25.0,78737,2009,6
25.0,78737,2009,7
26.0,78737,2009,8
24.0,78737,2009,9
14.0,78737,2009,10
27.0,78737,2009,11
23.0,78737,2009,12
11.0,78737,2010,1
13.0,78737,2010,2
22.0,78737,2010,3
24.0,78737,2010,4
37.0,78737,2010,5
58.0,78737,2010,6
15.0,78737,2010,7
25.0,78737,2010,8
26.0,78737,2010,9
27.0,78737,2010,10
17.0,78737,2010,11
24.0,78737,2010,12
13.0,78737,2011,1
13.0,78737,2011,2
24.0,78737,2011,3
16.0,78737,2011,4
27.0,78737,2011,5
18.0,78737,2011,6
23.0,78737,2011,7
43.0,78737,2011,8
17.0,78737,2011,9
15.0,78737,2011,10
16.0,78737,2011,11
17.0,78737,2011,12
21.0,78737,2012,1
19.0,78737,2012,2
32.0,78737,2012,3
39.0,78737,2012,4
41.0,78737,2012,5
40.0,78737,2012,6
42.0,78737,2012,7
72.0,78737,2012,8
22.0,78737,2012,9
33.0,78737,2012,10
19.0,78737,2012,11
24.0,78737,2012,12
15.0,78737,2013,1
24.0,78737,2013,2
18.0,78737,2013,3
33.0,78737,2013,4
23.0,78737,2013,5
29.0,78737,2013,6
40.0,78737,2013,7
35.0,78737,2013,8
31.0,78737,2013,9
42.0,78737,2013,10
25.0,78737,2013,11
42.0,78737,2013,12
17.0,78737,2014,1
18.0,78737,2014,2
28.0,78737,2014,3
21.0,78737,2014,4
33.0,78737,2014,5
31.0,78737,2014,6
33.0,78737,2014,7
31.0,78737,2014,8
20.0,78737,2014,9
30.0,78737,2014,10
13.0,78737,2014,11
37.0,78737,2014,12
20.0,78737,2015,1
11.0,78737,2015,2
24.0,78737,2015,3
15.0,78737,2015,4
12.0,78737,2015,5
13.0,78737,2015,6
14.0,78737,2015,7
22.0,78737,2015,8
15.0,78737,2015,9
20.0,78737,2015,10
7.0,78737,2015,11
11.0,78737,2015,12
6.0,78737,2016,1
8.0,78737,2016,2
12.0,78737,2016,3
19.0,78737,2016,4
4.0,78737,2016,5
40.0,78738,2008,6
29.0,78738,2008,7
45.0,78738,2008,8
21.0,78738,2008,9
29.0,78738,2008,10
15.0,78738,2008,11
38.0,78738,2008,12
26.0,78738,2009,1
21.0,78738,2009,2
15.0,78738,2009,3
20.0,78738,2009,4
23.0,78738,2009,5
39.0,78738,2009,6
27.0,78738,2009,7
35.0,78738,2009,8
21.0,78738,2009,9
21.0,78738,2009,10
21.0,78738,2009,11
48.0,78738,2009,12
38.0,78738,2010,1
24.0,78738,2010,2
49.0,78738,2010,3
34.0,78738,2010,4
48.0,78738,2010,5
87.0,78738,2010,6
37.0,78738,2010,7
26.0,78738,2010,8
25.0,78738,2010,9
28.0,78738,2010,10
29.0,78738,2010,11
69.0,78738,2010,12
16.0,78738,2011,1
49.0,78738,2011,2
52.0,78738,2011,3
38.0,78738,2011,4
44.0,78738,2011,5
44.0,78738,2011,6
73.0,78738,2011,7
48.0,78738,2011,8
31.0,78738,2011,9
56.0,78738,2011,10
35.0,78738,2011,11
50.0,78738,2011,12
39.0,78738,2012,1
43.0,78738,2012,2
35.0,78738,2012,3
43.0,78738,2012,4
38.0,78738,2012,5
66.0,78738,2012,6
54.0,78738,2012,7
55.0,78738,2012,8
39.0,78738,2012,9
36.0,78738,2012,10
40.0,78738,2012,11
49.0,78738,2012,12
20.0,78738,2013,1
30.0,78738,2013,2
50.0,78738,2013,3
42.0,78738,2013,4
47.0,78738,2013,5
44.0,78738,2013,6
56.0,78738,2013,7
50.0,78738,2013,8
36.0,78738,2013,9
33.0,78738,2013,10
45.0,78738,2013,11
56.0,78738,2013,12
22.0,78738,2014,1
33.0,78738,2014,2
41.0,78738,2014,3
32.0,78738,2014,4
52.0,78738,2014,5
59.0,78738,2014,6
47.0,78738,2014,7
46.0,78738,2014,8
36.0,78738,2014,9
28.0,78738,2014,10
36.0,78738,2014,11
46.0,78738,2014,12
27.0,78738,2015,1
15.0,78738,2015,2
21.0,78738,2015,3
30.0,78738,2015,4
21.0,78738,2015,5
23.0,78738,2015,6
34.0,78738,2015,7
50.0,78738,2015,8
43.0,78738,2015,9
32.0,78738,2015,10
28.0,78738,2015,11
35.0,78738,2015,12
20.0,78738,2016,1
15.0,78738,2016,2
36.0,78738,2016,3
37.0,78738,2016,4
44.0,78738,2016,5
7.0,78738,2016,6
57.0,78739,2008,6
55.0,78739,2008,7
54.0,78739,2008,8
26.0,78739,2008,9
38.0,78739,2008,10
35.0,78739,2008,11
44.0,78739,2008,12
6.0,78739,2009,1
25.0,78739,2009,2
33.0,78739,2009,3
30.0,78739,2009,4
49.0,78739,2009,5
55.0,78739,2009,6
28.0,78739,2009,7
43.0,78739,2009,8
25.0,78739,2009,9
39.0,78739,2009,10
43.0,78739,2009,11
26.0,78739,2009,12
14.0,78739,2010,1
22.0,78739,2010,2
33.0,78739,2010,3
36.0,78739,2010,4
38.0,78739,2010,5
39.0,78739,2010,6
36.0,78739,2010,7
25.0,78739,2010,8
26.0,78739,2010,9
51.0,78739,2010,10
26.0,78739,2010,11
28.0,78739,2010,12
14.0,78739,2011,1
25.0,78739,2011,2
21.0,78739,2011,3
24.0,78739,2011,4
40.0,78739,2011,5
39.0,78739,2011,6
34.0,78739,2011,7
30.0,78739,2011,8
25.0,78739,2011,9
26.0,78739,2011,10
24.0,78739,2011,11
45.0,78739,2011,12
20.0,78739,2012,1
17.0,78739,2012,2
39.0,78739,2012,3
27.0,78739,2012,4
37.0,78739,2012,5
35.0,78739,2012,6
44.0,78739,2012,7
37.0,78739,2012,8
26.0,78739,2012,9
31.0,78739,2012,10
17.0,78739,2012,11
17.0,78739,2012,12
6.0,78739,2013,1
21.0,78739,2013,2
9.0,78739,2013,3
10.0,78739,2013,4
23.0,78739,2013,5
12.0,78739,2013,6
17.0,78739,2013,7
13.0,78739,2013,8
19.0,78739,2013,9
18.0,78739,2013,10
10.0,78739,2013,11
8.0,78739,2013,12
12.0,78739,2014,1
10.0,78739,2014,2
5.0,78739,2014,3
16.0,78739,2014,4
20.0,78739,2014,5
12.0,78739,2014,6
25.0,78739,2014,7
17.0,78739,2014,8
9.0,78739,2014,9
17.0,78739,2014,10
20.0,78739,2014,11
15.0,78739,2014,12
13.0,78739,2015,1
5.0,78739,2015,2
18.0,78739,2015,3
19.0,78739,2015,4
8.0,78739,2015,5
18.0,78739,2015,6
28.0,78739,2015,7
39.0,78739,2015,8
16.0,78739,2015,9
31.0,78739,2015,10
24.0,78739,2015,11
25.0,78739,2015,12
13.0,78739,2016,1
16.0,78739,2016,2
25.0,78739,2016,3
26.0,78739,2016,4
34.0,78739,2016,5
7.0,78739,2016,6
24.0,78741,2008,6
22.0,78741,2008,7
15.0,78741,2008,8
12.0,78741,2008,9
16.0,78741,2008,10
7.0,78741,2008,11
9.0,78741,2008,12
8.0,78741,2009,1
6.0,78741,2009,2
10.0,78741,2009,3
11.0,78741,2009,4
22.0,78741,2009,5
14.0,78741,2009,6
7.0,78741,2009,7
20.0,78741,2009,8
16.0,78741,2009,9
17.0,78741,2009,10
10.0,78741,2009,11
23.0,78741,2009,12
15.0,78741,2010,1
7.0,78741,2010,2
19.0,78741,2010,3
10.0,78741,2010,4
19.0,78741,2010,5
17.0,78741,2010,6
19.0,78741,2010,7
7.0,78741,2010,8
10.0,78741,2010,9
5.0,78741,2010,10
11.0,78741,2010,11
13.0,78741,2010,12
7.0,78741,2011,1
7.0,78741,2011,2
11.0,78741,2011,3
19.0,78741,2011,4
10.0,78741,2011,5
11.0,78741,2011,6
13.0,78741,2011,7
16.0,78741,2011,8
8.0,78741,2011,9
12.0,78741,2011,10
4.0,78741,2011,11
11.0,78741,2011,12
8.0,78741,2012,1
14.0,78741,2012,2
5.0,78741,2012,3
14.0,78741,2012,4
12.0,78741,2012,5
13.0,78741,2012,6
14.0,78741,2012,7
17.0,78741,2012,8
10.0,78741,2012,9
22.0,78741,2012,10
10.0,78741,2012,11
7.0,78741,2012,12
5.0,78741,2013,1
11.0,78741,2013,2
11.0,78741,2013,3
11.0,78741,2013,4
13.0,78741,2013,5
5.0,78741,2013,6
8.0,78741,2013,7
14.0,78741,2013,8
4.0,78741,2013,9
6.0,78741,2013,10
4.0,78741,2013,11
4.0,78741,2013,12
5.0,78741,2014,1
1.0,78741,2014,2
8.0,78741,2014,3
6.0,78741,2014,4
7.0,78741,2014,5
7.0,78741,2014,6
10.0,78741,2014,7
6.0,78741,2014,8
5.0,78741,2014,9
5.0,78741,2014,10
6.0,78741,2014,11
7.0,78741,2014,12
6.0,78741,2015,1
9.0,78741,2015,2
4.0,78741,2015,3
10.0,78741,2015,4
10.0,78741,2015,5
9.0,78741,2015,6
16.0,78741,2015,7
21.0,78741,2015,8
23.0,78741,2015,9
16.0,78741,2015,10
14.0,78741,2015,11
17.0,78741,2015,12
11.0,78741,2016,1
10.0,78741,2016,2
17.0,78741,2016,3
15.0,78741,2016,4
24.0,78741,2016,5
2.0,78742,2009,6
1.0,78742,2011,5
1.0,78742,2012,1
2.0,78742,2013,4
1.0,78742,2013,5
1.0,78742,2014,7
1.0,78742,2014,11
2.0,78742,2014,12
34.0,78744,2008,6
32.0,78744,2008,7
38.0,78744,2008,8
29.0,78744,2008,9
29.0,78744,2008,10
16.0,78744,2008,11
21.0,78744,2008,12
19.0,78744,2009,1
13.0,78744,2009,2
13.0,78744,2009,3
18.0,78744,2009,4
11.0,78744,2009,5
25.0,78744,2009,6
28.0,78744,2009,7
17.0,78744,2009,8
22.0,78744,2009,9
34.0,78744,2009,10
25.0,78744,2009,11
22.0,78744,2009,12
10.0,78744,2010,1
34.0,78744,2010,2
21.0,78744,2010,3
23.0,78744,2010,4
18.0,78744,2010,5
25.0,78744,2010,6
14.0,78744,2010,7
12.0,78744,2010,8
18.0,78744,2010,9
18.0,78744,2010,10
16.0,78744,2010,11
12.0,78744,2010,12
14.0,78744,2011,1
23.0,78744,2011,2
20.0,78744,2011,3
10.0,78744,2011,4
19.0,78744,2011,5
20.0,78744,2011,6
18.0,78744,2011,7
18.0,78744,2011,8
15.0,78744,2011,9
17.0,78744,2011,10
11.0,78744,2011,11
17.0,78744,2011,12
15.0,78744,2012,1
14.0,78744,2012,2
11.0,78744,2012,3
25.0,78744,2012,4
26.0,78744,2012,5
16.0,78744,2012,6
21.0,78744,2012,7
22.0,78744,2012,8
18.0,78744,2012,9
16.0,78744,2012,10
15.0,78744,2012,11
16.0,78744,2012,12
13.0,78744,2013,1
17.0,78744,2013,2
10.0,78744,2013,3
16.0,78744,2013,4
18.0,78744,2013,5
14.0,78744,2013,6
9.0,78744,2013,7
12.0,78744,2013,8
15.0,78744,2013,9
19.0,78744,2013,10
9.0,78744,2013,11
14.0,78744,2013,12
11.0,78744,2014,1
10.0,78744,2014,2
10.0,78744,2014,3
9.0,78744,2014,4
5.0,78744,2014,5
10.0,78744,2014,6
12.0,78744,2014,7
7.0,78744,2014,8
8.0,78744,2014,9
1.0,78744,2014,10
12.0,78744,2014,11
8.0,78744,2014,12
3.0,78744,2015,1
10.0,78744,2015,2
8.0,78744,2015,3
8.0,78744,2015,4
9.0,78744,2015,5
11.0,78744,2015,6
25.0,78744,2015,7
20.0,78744,2015,8
27.0,78744,2015,9
17.0,78744,2015,10
11.0,78744,2015,11
16.0,78744,2015,12
16.0,78744,2016,1
8.0,78744,2016,2
22.0,78744,2016,3
21.0,78744,2016,4
17.0,78744,2016,5
4.0,78744,2016,6
75.0,78745,2008,6
52.0,78745,2008,7
61.0,78745,2008,8
58.0,78745,2008,9
50.0,78745,2008,10
21.0,78745,2008,11
53.0,78745,2008,12
15.0,78745,2009,1
29.0,78745,2009,2
42.0,78745,2009,3
43.0,78745,2009,4
50.0,78745,2009,5
58.0,78745,2009,6
61.0,78745,2009,7
70.0,78745,2009,8
82.0,78745,2009,9
62.0,78745,2009,10
52.0,78745,2009,11
54.0,78745,2009,12
25.0,78745,2010,1
32.0,78745,2010,2
47.0,78745,2010,3
87.0,78745,2010,4
56.0,78745,2010,5
64.0,78745,2010,6
42.0,78745,2010,7
31.0,78745,2010,8
34.0,78745,2010,9
29.0,78745,2010,10
32.0,78745,2010,11
29.0,78745,2010,12
24.0,78745,2011,1
19.0,78745,2011,2
32.0,78745,2011,3
42.0,78745,2011,4
34.0,78745,2011,5
37.0,78745,2011,6
44.0,78745,2011,7
44.0,78745,2011,8
47.0,78745,2011,9
25.0,78745,2011,10
31.0,78745,2011,11
34.0,78745,2011,12
18.0,78745,2012,1
36.0,78745,2012,2
46.0,78745,2012,3
44.0,78745,2012,4
64.0,78745,2012,5
58.0,78745,2012,6
60.0,78745,2012,7
60.0,78745,2012,8
53.0,78745,2012,9
58.0,78745,2012,10
33.0,78745,2012,11
32.0,78745,2012,12
15.0,78745,2013,1
21.0,78745,2013,2
33.0,78745,2013,3
17.0,78745,2013,4
33.0,78745,2013,5
34.0,78745,2013,6
24.0,78745,2013,7
23.0,78745,2013,8
30.0,78745,2013,9
25.0,78745,2013,10
15.0,78745,2013,11
27.0,78745,2013,12
17.0,78745,2014,1
17.0,78745,2014,2
14.0,78745,2014,3
15.0,78745,2014,4
21.0,78745,2014,5
22.0,78745,2014,6
30.0,78745,2014,7
27.0,78745,2014,8
20.0,78745,2014,9
15.0,78745,2014,10
13.0,78745,2014,11
25.0,78745,2014,12
38.0,78745,2015,1
17.0,78745,2015,2
17.0,78745,2015,3
34.0,78745,2015,4
20.0,78745,2015,5
29.0,78745,2015,6
66.0,78745,2015,7
58.0,78745,2015,8
66.0,78745,2015,9
69.0,78745,2015,10
43.0,78745,2015,11
64.0,78745,2015,12
30.0,78745,2016,1
37.0,78745,2016,2
59.0,78745,2016,3
59.0,78745,2016,4
69.0,78745,2016,5
6.0,78745,2016,6
27.0,78746,2008,6
27.0,78746,2008,7
20.0,78746,2008,8
23.0,78746,2008,9
24.0,78746,2008,10
10.0,78746,2008,11
22.0,78746,2008,12
9.0,78746,2009,1
10.0,78746,2009,2
19.0,78746,2009,3
15.0,78746,2009,4
31.0,78746,2009,5
22.0,78746,2009,6
22.0,78746,2009,7
26.0,78746,2009,8
17.0,78746,2009,9
28.0,78746,2009,10
15.0,78746,2009,11
24.0,78746,2009,12
13.0,78746,2010,1
18.0,78746,2010,2
28.0,78746,2010,3
20.0,78746,2010,4
28.0,78746,2010,5
35.0,78746,2010,6
25.0,78746,2010,7
24.0,78746,2010,8
16.0,78746,2010,9
12.0,78746,2010,10
14.0,78746,2010,11
21.0,78746,2010,12
9.0,78746,2011,1
16.0,78746,2011,2
20.0,78746,2011,3
29.0,78746,2011,4
30.0,78746,2011,5
33.0,78746,2011,6
30.0,78746,2011,7
32.0,78746,2011,8
22.0,78746,2011,9
24.0,78746,2011,10
12.0,78746,2011,11
23.0,78746,2011,12
8.0,78746,2012,1
10.0,78746,2012,2
18.0,78746,2012,3
16.0,78746,2012,4
47.0,78746,2012,5
39.0,78746,2012,6
30.0,78746,2012,7
42.0,78746,2012,8
19.0,78746,2012,9
25.0,78746,2012,10
22.0,78746,2012,11
18.0,78746,2012,12
8.0,78746,2013,1
17.0,78746,2013,2
12.0,78746,2013,3
18.0,78746,2013,4
20.0,78746,2013,5
21.0,78746,2013,6
14.0,78746,2013,7
18.0,78746,2013,8
15.0,78746,2013,9
9.0,78746,2013,10
10.0,78746,2013,11
16.0,78746,2013,12
6.0,78746,2014,1
8.0,78746,2014,2
7.0,78746,2014,3
12.0,78746,2014,4
21.0,78746,2014,5
16.0,78746,2014,6
12.0,78746,2014,7
13.0,78746,2014,8
7.0,78746,2014,9
7.0,78746,2014,10
9.0,78746,2014,11
3.0,78746,2014,12
9.0,78746,2015,1
7.0,78746,2015,2
12.0,78746,2015,3
13.0,78746,2015,4
12.0,78746,2015,5
15.0,78746,2015,6
38.0,78746,2015,7
24.0,78746,2015,8
22.0,78746,2015,9
30.0,78746,2015,10
22.0,78746,2015,11
34.0,78746,2015,12
10.0,78746,2016,1
14.0,78746,2016,2
30.0,78746,2016,3
37.0,78746,2016,4
38.0,78746,2016,5
4.0,78746,2016,6
22.0,78747,2008,6
24.0,78747,2008,7
19.0,78747,2008,8
22.0,78747,2008,9
20.0,78747,2008,10
17.0,78747,2008,11
22.0,78747,2008,12
10.0,78747,2009,1
11.0,78747,2009,2
26.0,78747,2009,3
22.0,78747,2009,4
22.0,78747,2009,5
28.0,78747,2009,6
31.0,78747,2009,7
31.0,78747,2009,8
30.0,78747,2009,9
30.0,78747,2009,10
28.0,78747,2009,11
32.0,78747,2009,12
15.0,78747,2010,1
12.0,78747,2010,2
23.0,78747,2010,3
15.0,78747,2010,4
24.0,78747,2010,5
39.0,78747,2010,6
12.0,78747,2010,7
18.0,78747,2010,8
16.0,78747,2010,9
16.0,78747,2010,10
20.0,78747,2010,11
16.0,78747,2010,12
13.0,78747,2011,1
9.0,78747,2011,2
18.0,78747,2011,3
19.0,78747,2011,4
25.0,78747,2011,5
17.0,78747,2011,6
29.0,78747,2011,7
26.0,78747,2011,8
25.0,78747,2011,9
11.0,78747,2011,10
19.0,78747,2011,11
18.0,78747,2011,12
8.0,78747,2012,1
8.0,78747,2012,2
17.0,78747,2012,3
16.0,78747,2012,4
22.0,78747,2012,5
29.0,78747,2012,6
27.0,78747,2012,7
28.0,78747,2012,8
23.0,78747,2012,9
25.0,78747,2012,10
31.0,78747,2012,11
26.0,78747,2012,12
16.0,78747,2013,1
19.0,78747,2013,2
23.0,78747,2013,3
16.0,78747,2013,4
18.0,78747,2013,5
18.0,78747,2013,6
29.0,78747,2013,7
26.0,78747,2013,8
23.0,78747,2013,9
19.0,78747,2013,10
22.0,78747,2013,11
22.0,78747,2013,12
7.0,78747,2014,1
15.0,78747,2014,2
17.0,78747,2014,3
10.0,78747,2014,4
14.0,78747,2014,5
14.0,78747,2014,6
27.0,78747,2014,7
20.0,78747,2014,8
17.0,78747,2014,9
13.0,78747,2014,10
20.0,78747,2014,11
21.0,78747,2014,12
25.0,78747,2015,1
18.0,78747,2015,2
20.0,78747,2015,3
14.0,78747,2015,4
12.0,78747,2015,5
13.0,78747,2015,6
23.0,78747,2015,7
18.0,78747,2015,8
21.0,78747,2015,9
22.0,78747,2015,10
16.0,78747,2015,11
19.0,78747,2015,12
6.0,78747,2016,1
23.0,78747,2016,2
21.0,78747,2016,3
20.0,78747,2016,4
25.0,78747,2016,5
2.0,78747,2016,6
119.0,78748,2008,6
105.0,78748,2008,7
128.0,78748,2008,8
132.0,78748,2008,9
104.0,78748,2008,10
61.0,78748,2008,11
74.0,78748,2008,12
42.0,78748,2009,1
60.0,78748,2009,2
62.0,78748,2009,3
58.0,78748,2009,4
87.0,78748,2009,5
104.0,78748,2009,6
80.0,78748,2009,7
93.0,78748,2009,8
74.0,78748,2009,9
87.0,78748,2009,10
104.0,78748,2009,11
61.0,78748,2009,12
33.0,78748,2010,1
39.0,78748,2010,2
85.0,78748,2010,3
93.0,78748,2010,4
72.0,78748,2010,5
96.0,78748,2010,6
49.0,78748,2010,7
41.0,78748,2010,8
55.0,78748,2010,9
36.0,78748,2010,10
43.0,78748,2010,11
54.0,78748,2010,12
29.0,78748,2011,1
32.0,78748,2011,2
60.0,78748,2011,3
58.0,78748,2011,4
52.0,78748,2011,5
77.0,78748,2011,6
62.0,78748,2011,7
61.0,78748,2011,8
84.0,78748,2011,9
40.0,78748,2011,10
51.0,78748,2011,11
61.0,78748,2011,12
29.0,78748,2012,1
40.0,78748,2012,2
57.0,78748,2012,3
57.0,78748,2012,4
74.0,78748,2012,5
92.0,78748,2012,6
79.0,78748,2012,7
94.0,78748,2012,8
70.0,78748,2012,9
87.0,78748,2012,10
49.0,78748,2012,11
56.0,78748,2012,12
28.0,78748,2013,1
50.0,78748,2013,2
38.0,78748,2013,3
51.0,78748,2013,4
50.0,78748,2013,5
51.0,78748,2013,6
59.0,78748,2013,7
53.0,78748,2013,8
39.0,78748,2013,9
60.0,78748,2013,10
